Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_300018200	LR812963.1	426497	427552	+	1056	1011	30	2519	1081	48	81	112	586	851
gene-LINF_300018300	LR812963.1	428918	434890	+	5973	1643	330	2665	889	679	1013	223	976	843
gene-LINF_300018400	LR812963.1	436013	438127	+	2115	1910	204	4362	1486	280	629	251	984	1604
gene-LINF_300018500	LR812963.1	439071	443414	+	4344	2351	244	5208	1696	474	715	342	1348	1654
gene-LINF_300018600	LR812963.1	444098	444964	+	867	1604	478	2390	734	646	1253	200	713	696
gene-LINF_300018700	LR812963.1	447295	450987	+	3693	1078	119	2211	863	176	355	135	579	580
gene-LINF_300018800	LR812963.1	453016	458160	+	5145	2762	35	7646	2253	65	107	376	1593	2230
gene-LINF_300018900	LR812963.1	459373	460698	+	1326	1270	377	2330	881	586	772	144	720	810
gene-LINF_300019000	LR812963.1	461465	462421	+	957	1577	96	4001	1510	147	188	243	939	1513
gene-LINF_300019100	LR812963.1	463369	465192	+	1824	1090	278	1602	677	398	774	146	575	516
gene-LINF_300019200	LR812963.1	466132	467592	+	1461	2239	406	3520	1027	468	1102	280	1103	1139
gene-LINF_300019300	LR812963.1	470211	472946	+	2736	578	41	1161	376	97	157	91	428	574
gene-LINF_300019400	LR812963.1	477180	478505	+	1326	1267	42	5070	1228	93	141	159	728	1479
gene-LINF_300019500	LR812963.1	481354	481851	+	498	787	57	1585	472	65	116	82	581	605
gene-LINF_300019600	LR812963.1	483783	485444	+	1662	2181	313	3994	1492	494	1225	234	1048	1148
gene-LINF_300019700	LR812963.1	488180	488707	+	528	475	5	1174	444	13	6	64	291	346
gene-LINF_300019800	LR812963.1	491949	492893	+	945	822	0	2083	760	0	0	106	555	600
gene-LINF_300019900	LR812963.1	498123	499067	+	945	842	0	2117	785	0	0	120	517	584
gene-LINF_300020000	LR812963.1	501978	506378	+	4401	867	59	1729	598	114	189	98	478	463
gene-LINF_300020100	LR812963.1	509568	513203	+	3636	2543	537	3521	1234	781	1540	311	1525	1048
gene-LINF_300020200	LR812963.1	517139	518089	+	951	584	0	2636	955	0	0	102	318	639
gene-LINF_300020300	LR812963.1	520002	521363	+	1362	1018	25	2426	864	39	31	157	544	733
gene-LINF_300020400	LR812963.1	522180	525353	+	3174	1798	212	3730	1300	383	449	254	988	1166
gene-LINF_300020500	LR812963.1	526728	527699	+	972	722	97	916	398	147	303	78	387	318
gene-LINF_300020600	LR812963.1	530977	532476	+	1500	1190	168	2935	921	260	605	140	646	820
gene-LINF_300020700	LR812963.1	534857	538750	+	3894	2195	79	4488	1428	198	184	288	1222	1371
gene-LINF_300020800	LR812963.1	539597	540844	+	1248	1140	141	2115	699	288	383	166	631	738
gene-LINF_300020900	LR812963.1	541776	544316	+	2541	1456	155	2291	934	278	429	141	756	475
gene-LINF_300021000	LR812963.1	547935	549083	+	1149	1634	18	3767	1093	19	48	225	868	1493
gene-LINF_300021100	LR812963.1	549937	551535	+	1599	1484	123	3043	1133	153	260	239	843	892
gene-LINF_300021200	LR812963.1	559319	562561	+	3243	2404	305	3830	1064	429	827	259	1333	907
gene-LINF_300021300	LR812963.1	565559	567649	+	2091	1798	461	2842	1177	791	1031	263	967	1117
gene-LINF_300021400	LR812963.1	568748	569134	+	387	1509	529	2542	892	952	1454	166	837	644
gene-LINF_300021500	LR812963.1	570409	570861	+	453	2164	761	3879	1318	1080	1290	354	1252	1564
gene-LINF_300021600	LR812963.1	572069	573442	+	1374	946	316	1501	535	521	842	132	512	457
gene-LINF_300021700	LR812963.1	576625	577515	+	891	772	33	2275	528	44	133	64	333	683
gene-LINF_300021800	LR812963.1	581529	582509	+	981	1003	45	3374	1779	66	120	124	523	1121
gene-LINF_300021900	LR812963.1	583731	586313	+	2583	1454	107	2614	924	239	284	164	816	749
gene-LINF_300022000	LR812963.1	586976	587683	+	708	1241	130	2643	854	214	359	139	734	740
gene-LINF_300022100	LR812963.1	589558	589929	+	372	336	38	631	284	60	70	60	224	218
gene-LINF_300022200	LR812963.1	590511	591686	+	1176	478	2	1855	864	0	0	71	304	531
gene-LINF_300022300	LR812963.1	592528	593469	+	942	989	2	1941	939	6	12	103	572	402
gene-LINF_300022400	LR812963.1	594198	594695	+	498	614	4	1554	458	18	20	80	304	301
gene-LINF_300022500	LR812963.1	595402	601290	+	5889	4744	200	7396	2347	478	634	632	2560	2106
gene-LINF_300022600	LR812963.1	606297	607385	+	1089	1650	102	3607	1422	186	402	177	727	1018
gene-LINF_300022700	LR812963.1	609322	611202	+	1881	1032	170	2142	713	403	528	110	458	575
gene-LINF_300022800	LR812963.1	614931	617153	+	2223	1011	29	2111	654	85	82	138	629	792
gene-LINF_300022900	LR812963.1	620183	621592	+	1410	1414	252	3446	856	517	790	216	706	1324
gene-LINF_300023000	LR812963.1	623554	640233	+	16680	5925	578	9320	3678	1308	1989	714	3238	3598
gene-LINF_300023100	LR812963.1	642210	644075	+	1866	1500	126	4115	1334	182	345	187	780	1269
gene-LINF_300023200	LR812963.1	645036	647504	+	2469	1310	19	3531	1149	15	84	150	762	1017
gene-LINF_300023300	LR812963.1	650902	655026	+	4125	1797	623	1958	792	902	1570	187	1222	476
gene-LINF_300023400	LR812963.1	656733	658190	+	1458	414	34	1031	325	91	121	54	245	341
gene-LINF_300023500	LR812963.1	659557	663375	+	3819	1111	22	3428	1103	40	77	165	774	1499
gene-LINF_300023600	LR812963.1	664589	664945	+	357	552	135	1028	496	198	307	89	330	485
gene-LINF_300023700	LR812963.1	665698	666240	+	543	718	353	778	212	568	628	86	338	275
gene-LINF_300023800	LR812963.1	667663	670725	+	3063	774	121	1342	533	351	439	106	602	590
gene-LINF_300023900	LR812963.1	672506	674323	+	1818	522	79	1137	426	91	205	72	354	378
gene-LINF_300024000	LR812963.1	677000	678496	+	1497	2135	308	2453	952	734	643	309	1638	916
gene-LINF_300024100	LR812963.1	681240	682739	+	1500	3427	261	4351	1587	758	602	445	2464	1677
gene-LINF_300024200	LR812963.1	684740	688237	+	3498	1596	25	3152	1220	46	42	164	1049	1016
gene-LINF_300024300	LR812963.1	689457	691058	+	1602	928	71	2054	794	90	216	125	557	637
gene-LINF_300024400	LR812963.1	691806	693128	+	1323	1207	82	3355	1085	76	140	131	596	968
gene-LINF_300024500	LR812963.1	695539	696828	+	1290	696	0	1310	488	0	0	85	478	437
gene-LINF_300024600	LR812963.1	697470	698495	+	1026	850	140	2090	865	163	281	150	579	1011
gene-LINF_300024700	LR812963.1	699399	700382	+	984	187	4	446	178	4	17	16	130	140
gene-LINF_300024800	LR812963.1	701279	707761	+	6483	2216	374	4096	1433	627	977	281	1309	1410
gene-LINF_300024900	LR812963.1	708657	709046	+	390	1422	378	2666	1181	326	896	171	704	792
gene-LINF_300025000	LR812963.1	711388	714447	+	3060	914	0	1757	458	0	0	127	690	553
gene-LINF_300025100	LR812963.1	714945	715520	+	576	246	1	414	119	0	0	33	147	146
gene-LINF_300025200	LR812963.1	716019	717035	+	1017	530	0	994	266	0	0	64	324	273
gene-LINF_300025300	LR812963.1	717165	718010	+	846	357	0	763	213	0	0	38	266	232
gene-LINF_300025400	LR812963.1	718995	720293	+	1299	1292	140	3083	1202	182	304	206	886	1075
gene-LINF_300025500	LR812963.1	722462	726526	+	4065	1978	81	4251	1527	91	209	202	1084	1040
gene-LINF_300025600	LR812963.1	728202	728864	+	663	589	7	1879	877	13	11	60	435	514
gene-LINF_300025700	LR812963.1	733789	736614	+	2826	1637	229	2698	893	446	624	211	938	852
gene-LINF_300025800	LR812963.1	737915	738856	+	942	773	82	1596	545	126	201	146	476	680
gene-LINF_300025900	LR812963.1	739928	740554	+	627	2077	629	3228	1039	880	1486	222	1048	1041
gene-LINF_300026000	LR812963.1	741318	742973	+	1656	1492	187	2097	743	271	439	205	778	641
gene-LINF_300026100	LR812963.1	745311	745982	+	672	675	16	1335	625	29	23	74	334	406
gene-LINF_300026200	LR812963.1	746739	747938	+	1200	39	0	169	59	0	0	5	20	51
gene-LINF_300026300	LR812963.1	748427	748498	-	72	1	0	17	8	0	0	0	0	5
gene-LINF_300026400	LR812963.1	748867	750777	-	1911	532	134	1039	432	283	336	85	314	437
gene-LINF_300026500	LR812963.1	752077	753687	-	1611	1279	294	1633	559	382	762	147	751	492
gene-LINF_300026600	LR812963.1	755076	755684	-	609	1251	311	2187	690	433	640	150	621	969
gene-LINF_300026700	LR812963.1	757791	760757	-	2967	2937	426	3638	1517	784	1294	507	1979	1950
gene-LINF_300026800	LR812963.1	762261	765137	-	2877	1761	218	2988	1012	323	559	214	970	1000
gene-LINF_300026900	LR812963.1	766069	768624	-	2556	1604	83	3854	1329	179	211	247	911	1334
gene-LINF_300027000	LR812963.1	769559	771508	-	1950	1197	5	3630	1284	8	6	163	700	1027
gene-LINF_300027100	LR812963.1	774348	775928	-	1581	1857	375	2761	1056	737	1331	252	994	885
gene-LINF_300027200	LR812963.1	785022	786533	-	1512	393	12	772	210	20	29	43	230	206
gene-LINF_300027300	LR812963.1	791557	793065	-	1509	1332	0	1506	527	0	1	106	755	299
gene-LINF_300027400	LR812963.1	805244	805753	-	510	232	16	365	97	24	108	39	97	53
gene-LINF_300027500	LR812963.1	807022	814377	-	7356	4202	319	7077	2615	642	943	522	2406	1924
gene-LINF_300027600	LR812963.1	816179	817795	-	1617	1344	167	2543	865	292	535	143	692	762
gene-LINF_300027700	LR812963.1	819453	820208	-	756	287	13	672	217	16	87	38	170	200
gene-LINF_300027800	LR812963.1	822727	823647	-	921	1266	167	2144	785	221	487	162	656	694
gene-LINF_300027900	LR812963.1	825076	826191	-	1116	1495	297	2535	788	448	686	197	808	704
gene-LINF_300028000	LR812963.1	828055	831894	-	3840	2205	214	4168	1253	304	690	301	1140	1522
gene-LINF_300028100	LR812963.1	833726	838822	-	5097	3262	82	8978	2717	158	279	511	1974	2961
gene-LINF_300028200	LR812963.1	840327	842441	-	2115	1548	82	3008	951	123	146	250	983	1075
gene-LINF_300028300	LR812963.1	844497	847508	-	3012	1702	129	3656	1359	233	391	283	1218	1545
gene-LINF_300028400	LR812963.1	848483	852397	-	3915	1926	26	4813	1493	35	54	256	997	1358
gene-LINF_300028500	LR812963.1	853072	854466	-	1395	1046	128	2391	806	226	237	155	548	915
gene-LINF_300028600	LR812963.1	855327	856391	-	1065	1180	45	2374	869	72	98	184	643	797
gene-LINF_300028700	LR812963.1	859636	860685	-	1050	9287	435	14166	6723	691	1515	813	5284	3205
gene-LINF_300028800	LR812963.1	862199	865705	-	3507	2364	27	5526	1566	67	121	349	1153	2185
gene-LINF_300028900	LR812963.1	868894	870507	-	1614	680	110	903	247	235	288	111	358	414
gene-LINF_300029000	LR812963.1	873023	874663	-	1641	898	64	1983	616	128	148	148	572	704
gene-LINF_300029100	LR812963.1	875799	876338	-	540	1194	140	1607	637	200	332	152	606	598
gene-LINF_300029200	LR812963.1	877390	878292	-	903	530	24	1015	437	35	76	74	363	267
gene-LINF_300029300	LR812963.1	878979	890351	-	11373	4808	247	8469	2919	523	891	581	2666	3143
gene-LINF_300029400	LR812963.1	893370	894191	-	822	1417	362	3192	1270	351	735	214	866	831
gene-LINF_300029500	LR812963.1	894948	896225	-	1278	1358	82	2891	1081	129	135	197	743	1045
gene-LINF_300029600	LR812963.1	897186	897686	-	501	622	0	1617	586	0	0	89	328	540
gene-LINF_300029700	LR812963.1	899056	902718	-	3663	1787	84	2946	1059	165	219	218	1117	908
gene-LINF_300029800	LR812963.1	906832	909177	-	2346	868	115	1086	396	179	262	127	494	276
gene-LINF_300029900	LR812963.1	912541	913551	-	1011	665	49	1925	698	33	103	91	350	560
gene-LINF_300030000	LR812963.1	914314	916221	-	1908	6771	2030	6239	1635	5303	4973	1113	3883	4438
gene-LINF_300030100	LR812963.1	917827	919809	-	1983	10420	3035	8197	2060	8141	7713	1702	5765	6616
gene-LINF_300030200	LR812963.1	924016	925998	-	1983	10045	2996	7816	1936	7490	7524	1718	5582	6718
gene-LINF_300030300	LR812963.1	929787	930836	-	1050	756	165	1793	817	212	623	125	495	635
gene-LINF_300030400	LR812963.1	931334	931942	-	609	372	7	1356	624	14	21	67	228	497
gene-LINF_300030500	LR812963.1	932758	935592	-	2835	1323	251	2404	871	347	510	204	857	808
gene-LINF_300030600	LR812963.1	937763	939748	-	1986	9671	2708	7964	2068	6624	6584	1552	5322	6060
gene-LINF_300030700	LR812963.1	944156	947389	-	3234	1848	127	3344	1548	155	353	178	1106	1119
gene-LINF_300030800	LR812963.1	956909	958135	-	1227	283	70	368	95	95	138	38	214	97
gene-LINF_300030900	LR812963.1	964171	964764	-	594	1038	171	2310	861	231	425	147	692	577
gene-LINF_300031000	LR812963.1	965796	967277	-	1482	1223	136	2854	1096	180	462	148	718	1263
gene-LINF_300031100	LR812963.1	969750	971618	-	1869	1094	186	1838	452	173	2050	131	635	680
gene-LINF_300031200	LR812963.1	973109	973759	-	651	1753	498	2938	1072	635	1658	252	1079	1183
gene-LINF_300031300	LR812963.1	975245	977404	-	2160	2013	58	4336	2330	53	202	175	1065	1392
gene-LINF_300031400	LR812963.1	977984	979048	-	1065	1248	405	2624	927	576	934	173	810	975
gene-LINF_300031500	LR812963.1	979839	982334	-	2496	1704	308	2932	1057	469	808	236	1170	1066
gene-LINF_300031600	LR812963.1	983688	984029	-	342	470	18	1253	530	35	42	73	314	589
gene-LINF_300031700	LR812963.1	984899	985369	-	471	651	115	1574	639	209	363	73	387	515
gene-LINF_300031800	LR812963.1	986293	987558	-	1266	1204	429	2123	730	425	909	187	806	1048
gene-LINF_300031900	LR812963.1	988216	989322	-	1107	904	13	2522	1025	18	21	122	508	958
gene-LINF_300032000	LR812963.1	990091	991068	-	978	634	86	1581	619	129	177	101	428	546
gene-LINF_300032100	LR812963.1	993929	994813	-	885	807	117	1649	645	196	308	97	560	535
gene-LINF_300032200	LR812963.1	996323	997495	-	1173	1612	16	4063	1789	18	32	208	1032	1301
gene-LINF_300032300	LR812963.1	998746	1001544	-	2799	2080	189	3238	1055	327	444	202	1147	1061
gene-LINF_300032400	LR812963.1	1003658	1005850	-	2193	1651	325	3230	940	469	869	248	987	1408
gene-LINF_300032500	LR812963.1	1008652	1011279	-	2628	1823	234	4334	1187	362	632	275	1062	1463
gene-LINF_300032600	LR812963.1	1012841	1014067	-	1227	7965	2411	7705	2454	4425	6428	1073	4595	4218
gene-LINF_300032700	LR812963.1	1014845	1015549	-	705	1409	449	2808	1176	651	934	207	800	1097
gene-LINF_300032800	LR812963.1	1016516	1016665	-	150	2147	859	2536	827	1234	1873	318	1029	1036
gene-LINF_300032900	LR812963.1	1018509	1018838	-	330	282	0	852	312	0	0	17	154	161
gene-LINF_300033000	LR812963.1	1019738	1020544	-	807	871	229	2281	880	343	527	129	406	962
gene-LINF_300033100	LR812963.1	1022372	1023388	-	1017	521	9	1078	317	23	80	51	283	302
gene-LINF_300033200	LR812963.1	1024312	1024875	-	564	617	61	1687	761	91	203	65	282	418
gene-LINF_300033300	LR812963.1	1026911	1027267	-	357	332	65	630	196	96	197	42	135	215
gene-LINF_300033400	LR812963.1	1028206	1028823	-	618	1236	243	2355	779	483	685	181	630	1137
gene-LINF_300033500	LR812963.1	1029783	1031399	-	1617	1517	446	3310	907	595	1444	235	700	1237
gene-LINF_300033600	LR812963.1	1032558	1034954	-	2397	1858	363	4506	1400	955	1354	281	841	1615
gene-LINF_300033700	LR812963.1	1035604	1036578	-	975	1249	389	2550	794	779	900	218	749	911
gene-LINF_300033800	LR812963.1	1037532	1037846	-	315	1343	288	3851	1215	542	824	210	695	1289
gene-LINF_300033900	LR812963.1	1038410	1038757	-	348	2917	436	5182	3273	350	1158	295	1729	1633
gene-LINF_300034000	LR812963.1	1044557	1045624	-	1068	513	125	1264	449	134	271	93	332	463
gene-LINF_300034100	LR812963.1	1046504	1047916	-	1413	2413	226	4944	1966	295	647	296	1345	1371
gene-LINF_300034200	LR812963.1	1049512	1051533	-	2022	1001	231	1757	603	274	530	177	687	535
gene-LINF_300034300	LR812963.1	1052247	1053620	-	1374	1301	271	3289	1041	266	479	242	787	1582
gene-LINF_300034400	LR812963.1	1055200	1056957	-	1758	4134	1179	5242	1660	1509	2689	589	2421	2153
gene-LINF_300034500	LR812963.1	1058912	1060072	-	1161	845	225	1178	401	326	591	101	471	487
gene-LINF_300034600	LR812963.1	1061532	1063463	-	1932	974	242	2561	819	354	718	149	639	938
gene-LINF_300034700	LR812963.1	1064197	1064772	-	576	913	38	2457	944	43	76	146	554	866
gene-LINF_300034750	LR812963.1	1066037	1067059	-	1023	853	71	1590	695	59	260	87	672	419
gene-LINF_300034800	LR812963.1	1069973	1072186	-	2214	1391	0	2933	834	3	6	170	902	909
gene-LINF_300034900	LR812963.1	1073725	1074402	-	678	1554	338	2669	1113	407	1040	150	919	517
gene-LINF_300035000	LR812963.1	1077509	1078594	-	1086	8982	1396	19949	7949	2204	3279	1270	5653	5691
gene-LINF_300035100	LR812963.1	1079317	1080402	-	1086	8907	1402	19927	8025	2170	3197	1358	5712	5940
gene-LINF_300035200	LR812963.1	1081125	1082210	-	1086	8840	1422	19538	7919	2161	3280	1385	5597	5907
gene-LINF_300035300	LR812963.1	1083054	1084280	-	1227	2446	1063	3599	1210	1124	1797	447	1724	1674
gene-LINF_300035400	LR812963.1	1084949	1085563	-	615	462	77	1068	473	114	131	64	305	283
gene-LINF_300035500	LR812963.1	1086089	1088632	-	2544	1035	155	1853	701	242	482	135	666	694
gene-LINF_300035600	LR812963.1	1089988	1090374	-	387	960	61	1470	727	55	72	156	665	685
gene-LINF_300035700	LR812963.1	1091999	1092964	-	966	1294	385	1709	558	473	1105	186	702	679
gene-LINF_300035800	LR812963.1	1094159	1094446	-	288	610	85	1518	808	87	228	108	402	616
gene-LINF_300035900	LR812963.1	1095944	1097443	-	1500	1086	155	1831	820	183	325	152	841	625
gene-LINF_300036000	LR812963.1	1099185	1100780	-	1596	7054	3058	10443	3256	4944	6682	1114	4183	5148
gene-LINF_300036100	LR812963.1	1101648	1107350	-	5703	3404	731	5346	2097	1218	2100	419	2260	1901
gene-LINF_300036200	LR812963.1	1111214	1114786	-	3573	3916	941	5135	1762	1643	2690	401	2317	1655
gene-LINF_300036300	LR812963.1	1116224	1117387	-	1164	913	118	2284	924	166	335	146	552	892
gene-LINF_300036400	LR812963.1	1119212	1120237	-	1026	1269	341	2822	761	540	844	173	837	1232
gene-LINF_300036500	LR812963.1	1122704	1123702	-	999	4806	723	4850	1450	1682	1379	669	3145	2981
gene-LINF_300036600	LR812963.1	1124761	1126680	-	1920	1928	158	4800	1848	277	390	231	1346	1623
gene-LINF_300036700	LR812963.1	1128808	1129956	-	1149	2046	516	3628	1197	981	1512	298	1203	2089
gene-LINF_300036800	LR812963.1	1135220	1136113	-	894	928	65	1838	685	190	196	116	542	676
gene-LINF_300036900	LR812963.1	1138122	1141025	-	2904	6406	2265	8940	2655	4430	5241	935	4419	5064
gene-LINF_300037000	LR812963.1	1154321	1155010	-	690	167	11	761	222	43	82	22	121	102
gene-LINF_300037100	LR812963.1	1156826	1157464	-	639	1781	162	2816	1239	266	368	295	1157	1368
gene-LINF_300037200	LR812963.1	1158719	1159666	-	948	764	133	1473	435	212	290	102	341	482
gene-LINF_300037300	LR812963.1	1162144	1163379	-	1236	1820	225	3436	1077	443	999	211	746	900
gene-LINF_300037400	LR812963.1	1165998	1166423	-	426	827	143	1572	409	304	550	103	459	570
gene-LINF_300037500	LR812963.1	1168601	1169905	-	1305	1380	129	1453	418	278	351	168	695	937
gene-LINF_300037600	LR812963.1	1171493	1171831	-	339	7100	5696	11092	5704	6756	9283	1734	4954	6629
gene-LINF_300037700	LR812963.1	1172498	1175149	-	2652	2715	215	6759	1832	492	738	419	1402	1730
gene-LINF_300037800	LR812963.1	1175577	1176716	-	1140	1721	310	3667	1290	742	1074	294	1045	1432
gene-LINF_300037900	LR812963.1	1177420	1177845	-	426	1083	111	3983	1592	131	233	167	585	908
gene-LINF_300038000	LR812963.1	1178246	1178533	-	288	281	2	777	322	7	2	73	183	483
gene-LINF_300038100	LR812963.1	1182405	1184189	+	1785	4582	990	8744	2205	1899	2507	797	2382	3748
gene-LINF_300038200	LR812963.1	1185157	1188246	+	3090	1664	289	3439	879	730	956	229	661	889
gene-LINF_300038300	LR812963.1	1189265	1190500	+	1236	1106	108	3021	1090	244	532	128	448	822
gene-LINF_300038400	LR812963.1	1191188	1191685	+	498	696	183	2034	692	269	414	124	398	805
gene-LINF_300038500	LR812963.1	1192639	1193754	+	1116	756	218	1525	567	423	331	139	438	753
gene-LINF_300038600	LR812963.1	1195103	1198225	+	3123	1901	112	4152	1417	213	327	183	885	1282
gene-LINF_300038700	LR812963.1	1199387	1200676	+	1290	1117	135	2204	665	347	421	132	504	679
gene-LINF_300038800	LR812963.1	1204826	1205902	+	1077	2480	562	5136	1913	1094	1885	363	1509	1860
gene-LINF_300038900	LR812963.1	1208306	1209388	+	1083	1119	147	2805	1032	245	292	127	559	649
gene-LINF_300039000	LR812963.1	1211787	1212959	+	1173	837	146	1318	512	186	412	110	435	517
gene-LINF_300039100	LR812963.1	1213939	1214511	+	573	15623	15527	19878	8605	15527	23570	3143	9795	10926
gene-LINF_300039200	LR812963.1	1215448	1216413	+	966	1271	305	2505	775	400	1202	175	703	799
gene-LINF_300039300	LR812963.1	1217308	1219485	+	2178	4489	107	9002	3674	134	353	421	2383	2214
gene-LINF_300039400	LR812963.1	1223347	1225221	+	1875	229	2	363	135	6	15	44	194	140
gene-LINF_300039500	LR812963.1	1233658	1235241	+	1584	1522	334	2871	837	478	1050	195	1037	969
gene-LINF_300039600	LR812963.1	1238384	1241311	+	2928	2811	588	4278	1307	898	1525	345	1961	1978
gene-LINF_300039700	LR812963.1	1245257	1245961	+	705	571	64	1238	414	59	179	75	350	398
gene-LINF_300039800	LR812963.1	1248171	1250024	+	1854	2714	564	3867	1634	880	1496	252	1333	979
gene-LINF_300039900	LR812963.1	1252371	1254998	+	2628	2164	455	3018	1389	476	1116	165	1212	947
gene-LINF_300040000	LR812963.1	1257070	1259469	+	2400	606	292	795	240	346	780	72	432	279
gene-LINF_300040100	LR812963.1	1264887	1267190	+	2304	1754	553	4604	1529	897	1280	223	1131	2031
gene-LINF_300040200	LR812963.1	1267890	1268321	+	432	555	40	1247	564	47	81	73	396	286
gene-LINF_300040300	LR812963.1	1269434	1270639	+	1206	1417	481	3178	1227	735	885	246	1054	1431
gene-LINF_300040400	LR812963.1	1271563	1271997	+	435	858	169	1704	791	140	404	105	456	474
gene-LINF_300040500	LR812963.1	1272884	1274014	+	1131	942	19	1775	719	24	47	96	584	507
gene-LINF_300040600	LR812963.1	1280106	1280852	+	747	875	139	1781	715	184	442	130	682	616
gene-LINF_300040700	LR812963.1	1283753	1284865	+	1113	1187	268	3206	983	337	601	175	791	1111
