Geneid	Chr	Start	End	Strand	Length	../hyb2/mark_duplicates/hyb2.sorted.markdup.bam	../tar3/mark_duplicates/tar3.sorted.markdup.bam	../hyb1/mark_duplicates/hyb1.sorted.markdup.bam	../tar2/mark_duplicates/tar2.sorted.markdup.bam	../hyb3/mark_duplicates/hyb3.sorted.markdup.bam	../tar1/mark_duplicates/tar1.sorted.markdup.bam
gene-LtaPh_3526500	BLBS01000056.1	811742	813838	-	2097	912	1945	1478	1269	220	3088
gene-LtaPh_3526600	BLBS01000056.1	814283	815086	-	804	518	842	964	659	146	1704
gene-LtaPh_3526700	BLBS01000056.1	815941	817899	-	1959	674	2015	1241	965	156	3470
gene-LtaPh_3526800	BLBS01000056.1	818634	819155	-	522	383	1037	883	848	132	1864
gene-LtaPh_3526851	BLBS01000056.1	821491	821820	+	330	0	1	0	0	0	4
gene-LtaPh_3526900	BLBS01000056.1	821555	821926	+	372	0	1	0	0	1	3
gene-LtaPh_3526951	BLBS01000056.1	821581	821898	-	318	440	1077	640	820	81	2211
gene-LtaPh_3527000	BLBS01000056.1	824533	826251	-	1719	640	1575	1139	1194	123	3017
gene-LtaPh_3527100	BLBS01000056.1	827135	831703	-	4569	2286	5306	4532	3131	486	9299
gene-LtaPh_3527200	BLBS01000056.1	832782	834356	-	1575	761	1945	1473	1396	197	3772
gene-LtaPh_3527300	BLBS01000056.1	835751	836659	-	909	674	987	1242	914	160	2973
gene-LtaPh_3527400	BLBS01000056.1	838695	840965	-	2271	963	1729	1748	1567	219	5276
gene-LtaPh_3527500	BLBS01000056.1	843710	844948	-	1239	1098	1827	2147	851	199	2319
gene-LtaPh_3527600	BLBS01000056.1	850231	852138	-	1908	962	781	1648	501	123	1798
gene-LtaPh_3527700	BLBS01000056.1	852710	854530	-	1821	557	1935	946	973	137	2752
gene-LtaPh_3527800	BLBS01000056.1	855329	857269	-	1941	668	1192	1238	940	147	2566
gene-LtaPh_3527900	BLBS01000056.1	858297	862220	-	3924	1379	2533	2649	1780	290	5638
gene-LtaPh_3528000	BLBS01000056.1	865730	867826	-	2097	850	2423	1671	1498	212	4289
gene-LtaPh_3528100	BLBS01000056.1	876610	877788	-	1179	173	144	323	174	30	472
gene-LtaPh_3528200	BLBS01000056.1	881637	882839	-	1203	467	1424	800	711	108	2162
gene-LtaPh_3528300	BLBS01000056.1	885441	887489	-	2049	846	1460	1773	1302	185	4080
gene-LtaPh_3528400	BLBS01000056.1	891989	893932	-	1944	436	520	867	266	93	717
gene-LtaPh_3528500	BLBS01000056.1	895574	897238	-	1665	789	1256	1242	674	196	1775
gene-LtaPh_3528600	BLBS01000056.1	897733	899280	-	1548	752	1218	1176	688	195	1526
gene-LtaPh_3528700	BLBS01000056.1	900970	902673	-	1704	1201	4337	2325	2496	306	6596
gene-LtaPh_3528800	BLBS01000056.1	904063	904662	+	600	2	3	4	2	1	9
gene-LtaPh_3528851	BLBS01000056.1	904073	904528	-	456	519	1394	1188	825	172	2335
gene-LtaPh_3528900	BLBS01000056.1	905094	907316	-	2223	839	2174	1433	1338	168	4089
gene-LtaPh_3529000	BLBS01000056.1	908161	908586	-	426	1094	2510	1666	1416	247	3513
gene-LtaPh_3529100	BLBS01000056.1	909494	911581	-	2088	718	1563	1404	1010	171	3195
gene-LtaPh_3529200	BLBS01000056.1	912269	914467	-	2199	986	1924	1934	1154	191	3639
gene-LtaPh_3529300	BLBS01000056.1	915316	915687	-	372	367	683	892	580	103	2001
gene-LtaPh_3529400	BLBS01000056.1	921215	924652	-	3438	1217	2415	2848	1478	235	5085
gene-LtaPh_3529500	BLBS01000056.1	925196	927055	-	1860	1098	2461	1947	1815	243	4498
gene-LtaPh_3529600	BLBS01000056.1	930113	933802	-	3690	1155	2770	2321	1631	242	5033
gene-LtaPh_3529700	BLBS01000056.1	934627	937932	-	3306	999	2324	2030	1675	244	4452
gene-LtaPh_3529800	BLBS01000056.1	939361	941070	-	1710	531	548	1034	610	120	2542
gene-LtaPh_3529900	BLBS01000056.1	942356	943498	-	1143	833	1946	1695	1646	254	3730
gene-LtaPh_3530000	BLBS01000056.1	947631	949067	-	1437	781	2521	1661	1523	253	3302
gene-LtaPh_3530100	BLBS01000056.1	951510	952748	-	1239	223	687	408	459	56	1086
gene-LtaPh_3530200	BLBS01000056.1	955102	956484	-	1383	1020	2338	1833	1423	346	2654
gene-LtaPh_3501300	BLBS01000056.1	959849	960274	-	426	479	789	902	594	123	1453
gene-LtaPh_3530400	BLBS01000056.1	961893	963254	-	1362	2502	4688	4113	2817	473	6841
gene-LtaPh_3530500	BLBS01000056.1	964088	964888	-	801	735	1758	1351	1416	249	3033
gene-LtaPh_3530601	BLBS01000056.1	965993	966730	-	738	303	664	558	427	56	1452
gene-LtaPh_3530700	BLBS01000056.1	968269	969483	-	1215	568	1394	1055	974	149	2356
gene-LtaPh_3530800	BLBS01000056.1	973893	977357	-	3465	2213	5471	3995	3271	550	8173
gene-LtaPh_3530900	BLBS01000056.1	979197	981662	-	2466	1961	2794	3736	1935	505	6211
gene-LtaPh_3531000	BLBS01000056.1	986929	988467	-	1539	711	1976	1135	1516	198	3217
gene-LtaPh_3531100	BLBS01000056.1	994032	995315	-	1284	612	1091	953	819	112	2157
gene-LtaPh_3531300	BLBS01000056.1	1004266	1006056	-	1791	923	1758	1629	1018	215	2914
gene-LtaPh_3531400	BLBS01000056.1	1008745	1014195	-	5451	1831	2359	3446	1714	305	5444
gene-LtaPh_3531500	BLBS01000056.1	1014859	1015380	-	522	528	708	861	770	115	1779
gene-LtaPh_3531600	BLBS01000056.1	1017195	1018325	-	1131	980	1176	1769	764	202	1748
gene-LtaPh_3531700	BLBS01000056.1	1019350	1021014	-	1665	361	932	620	653	85	1611
gene-LtaPh_3531800	BLBS01000056.1	1021626	1022432	-	807	606	882	867	774	144	1466
gene-LtaPh_3531900	BLBS01000056.1	1023271	1023822	-	552	777	1166	1374	1036	212	2631
gene-LtaPh_3532000	BLBS01000056.1	1026534	1032137	-	5604	737	912	1423	632	146	1658
gene-LtaPh_3532100	BLBS01000056.1	1037422	1038141	-	720	1168	1590	1797	1386	236	3503
gene-LtaPh_3532200	BLBS01000056.1	1040699	1043410	-	2712	1461	3524	2052	2698	277	7356
gene-LtaPh_3532300	BLBS01000056.1	1045347	1047467	-	2121	1526	2495	2166	2479	213	5740
gene-LtaPh_3532400	BLBS01000056.1	1050735	1052729	-	1995	721	1764	1150	1375	121	3407
gene-LtaPh_3532600	BLBS01000056.1	1057538	1058770	-	1233	3533	6364	4738	3510	828	16809
gene-LtaPh_3532800	BLBS01000056.1	1061970	1064828	-	2859	690	1640	1052	874	146	2754
gene-LtaPh_3532900	BLBS01000056.1	1065733	1066827	-	1095	598	1137	987	958	149	2109
gene-LtaPh_3533000	BLBS01000056.1	1068276	1069193	-	918	1032	1896	1764	1722	222	4824
gene-LtaPh_3533100	BLBS01000056.1	1070067	1070633	-	567	527	958	1022	787	133	2148
gene-LtaPh_3533151	BLBS01000056.1	1071492	1072184	-	693	9693	19484	12310	38763	2758	30690
gene-LtaPh_3533200	BLBS01000056.1	1073016	1073582	-	567	8883	19557	11769	35730	2724	30185
gene-LtaPh_3533300	BLBS01000056.1	1074246	1076153	-	1908	1554	2161	2545	1560	280	4240
gene-LtaPh_3533400	BLBS01000056.1	1078207	1079118	-	912	978	1454	1341	1162	174	3024
gene-LtaPh_3533500	BLBS01000056.1	1080288	1080917	-	630	351	664	590	506	84	1298
gene-LtaPh_3533700	BLBS01000056.1	1086845	1087933	-	1089	233	395	370	358	43	1051
gene-LtaPh_3533600	BLBS01000056.1	1091860	1092285	-	426	515	763	889	654	146	1708
gene-LtaPh_3533800	BLBS01000056.1	1092596	1094035	-	1440	2697	4321	4190	3796	633	10513
gene-LtaPh_3533900	BLBS01000056.1	1095179	1096567	-	1389	205	476	444	332	54	1076
gene-LtaPh_3534000	BLBS01000056.1	1097380	1104339	-	6960	2065	11055	3808	4964	483	13129
gene-LtaPh_3534100	BLBS01000056.1	1107027	1110281	-	3255	2292	5454	3680	2649	533	6756
gene-LtaPh_3534200	BLBS01000056.1	1111202	1112842	-	1641	928	2026	2088	1178	258	3640
gene-LtaPh_3534300	BLBS01000056.1	1113734	1114522	-	789	306	880	706	570	63	1462
gene-LtaPh_3534400	BLBS01000056.1	1115433	1116698	-	1266	544	1613	1001	956	152	2691
gene-LtaPh_3534500	BLBS01000056.1	1117750	1119780	-	2031	649	1940	1352	852	145	2468
gene-LtaPh_3534600	BLBS01000056.1	1120426	1120995	-	570	258	728	396	285	61	926
gene-LtaPh_3534700	BLBS01000056.1	1121833	1123587	-	1755	710	1774	1400	835	182	2377
gene-LtaPh_3534751	BLBS01000056.1	1124906	1125256	+	351	0	0	1	0	0	2
gene-LtaPh_3534800	BLBS01000056.1	1124963	1125316	-	354	545	1548	946	593	130	1854
gene-LtaPh_3534900	BLBS01000056.1	1126751	1129402	-	2652	823	3404	1824	1438	241	4282
gene-LtaPh_3535000	BLBS01000056.1	1130226	1131638	-	1413	725	1513	1391	753	228	1823
gene-LtaPh_3535100	BLBS01000056.1	1132190	1133788	-	1599	993	1635	1709	1068	255	2202
gene-LtaPh_3535251	BLBS01000056.1	1135740	1136168	-	429	1	0	1	2	0	5
gene-LtaPh_3535400	BLBS01000056.1	1140053	1141375	-	1323	2181	4804	4017	2859	579	6658
gene-LtaPh_3535500	BLBS01000056.1	1142216	1143112	-	897	474	1164	832	1184	99	2616
gene-LtaPh_3535600	BLBS01000056.1	1144775	1148743	-	3969	1410	5596	2300	2737	426	8635
gene-LtaPh_3535651	BLBS01000056.1	1150685	1151113	-	429	3	4	1	0	2	7
gene-LtaPh_3535700	BLBS01000056.1	1154565	1156187	-	1623	48	99	89	131	11	447
gene-LtaPh_3535800	BLBS01000056.1	1160594	1161871	-	1278	342	535	456	449	40	1113
gene-LtaPh_3535900	BLBS01000056.1	1162720	1163385	-	666	687	2012	1363	1437	147	3168
gene-LtaPh_3536000	BLBS01000056.1	1164406	1166655	-	2250	1365	2386	2084	2156	295	5308
gene-LtaPh_3536100	BLBS01000056.1	1168279	1169391	-	1113	5854	9873	11228	5589	1438	15145
gene-LtaPh_3536200	BLBS01000056.1	1173220	1176762	-	3543	1957	4544	2855	2558	399	5562
gene-LtaPh_3536300	BLBS01000056.1	1179281	1179697	-	417	249	471	275	280	38	652
gene-LtaPh_3536400	BLBS01000056.1	1182884	1185667	-	2784	557	1229	910	1021	132	2186
gene-LtaPh_3536500	BLBS01000056.1	1186443	1187573	-	1131	409	783	712	740	100	1726
gene-LtaPh_3536600	BLBS01000056.1	1188262	1189005	-	744	506	981	772	678	79	1929
gene-LtaPh_3536700	BLBS01000056.1	1191615	1192124	-	510	716	1258	1119	955	123	2568
gene-LtaPh_3536800	BLBS01000056.1	1192901	1194706	-	1806	634	1169	1044	1168	104	2951
gene-LtaPh_3536900	BLBS01000056.1	1196260	1196868	-	609	172	600	436	721	48	1124
gene-LtaPh_3537000	BLBS01000056.1	1197764	1200274	-	2511	1193	1815	1771	1325	211	3671
gene-LtaPh_3537100	BLBS01000056.1	1201060	1205814	-	4755	1360	2272	2221	1587	234	4742
gene-LtaPh_3537151	BLBS01000056.1	1206958	1207614	+	657	0	0	0	1	0	1
gene-LtaPh_3537200	BLBS01000056.1	1207021	1207698	-	678	378	655	658	505	46	1452
gene-LtaPh_3537300	BLBS01000056.1	1212158	1212919	-	762	214	338	413	168	33	640
gene-LtaPh_3537400	BLBS01000056.1	1216511	1217272	-	762	416	878	707	682	100	2662
gene-LtaPh_3537500	BLBS01000056.1	1220042	1220719	-	678	3991	5026	5077	3386	805	10093
gene-LtaPh_3537600	BLBS01000056.1	1221479	1222504	-	1026	687	1719	1232	1025	184	2054
gene-LtaPh_3537700	BLBS01000056.1	1224551	1225873	-	1323	1474	2344	2543	1799	341	5134
gene-LtaPh_3537800	BLBS01000056.1	1227196	1229727	-	2532	715	2117	1376	1129	177	3096
gene-LtaPh_3537900	BLBS01000056.1	1230777	1231943	-	1167	645	1532	1203	891	154	2089
gene-LtaPh_3538000	BLBS01000056.1	1232331	1235045	-	2715	579	1905	1071	730	166	2337
gene-LtaPh_3538051	BLBS01000056.1	1235989	1236444	-	456	4974	14928	7992	14801	1814	23267
gene-LtaPh_3538100	BLBS01000056.1	1237377	1239488	-	2112	457	718	943	479	97	1893
gene-LtaPh_3538661	BLBS01000056.1	1240757	1241284	-	528	4814	15080	8245	14598	1862	24002
gene-LtaPh_3539221	BLBS01000056.1	1241801	1242220	-	420	5335	14396	7954	19778	1741	21982
gene-LtaPh_3539800	BLBS01000056.1	1243174	1243593	-	420	5583	16365	8517	19159	1984	23078
gene-LtaPh_3538200	BLBS01000056.1	1244254	1244697	-	444	363	851	604	520	95	1290
gene-LtaPh_3538300	BLBS01000056.1	1245448	1246473	-	1026	403	1216	755	657	81	1839
gene-LtaPh_3538400	BLBS01000056.1	1247702	1248652	-	951	387	826	831	641	85	1694
gene-LtaPh_3538500	BLBS01000056.1	1249877	1250641	-	765	885	2301	1661	1155	253	3137
gene-LtaPh_3538600	BLBS01000056.1	1251761	1252699	-	939	653	1738	1443	828	200	2351
gene-LtaPh_3538700	BLBS01000056.1	1254689	1256401	-	1713	2682	7576	4550	3891	757	8299
gene-LtaPh_3538801	BLBS01000056.1	1257522	1258535	-	1014	470	1322	1028	642	150	2020
gene-LtaPh_3538900	BLBS01000056.1	1259421	1260755	-	1335	636	2425	1271	1447	166	3272
gene-LtaPh_3539000	BLBS01000056.1	1261259	1261696	-	438	631	1481	1220	952	181	2584
gene-LtaPh_3539100	BLBS01000056.1	1262193	1263269	-	1077	950	2019	1486	1221	266	2225
gene-LtaPh_3539200	BLBS01000056.1	1265981	1268395	+	2415	1452	2586	2674	1283	400	3379
gene-LtaPh_3539300	BLBS01000056.1	1269330	1270760	+	1431	833	1497	1573	912	183	2664
gene-LtaPh_3539400	BLBS01000056.1	1271767	1272537	+	771	341	1198	627	578	120	1619
gene-LtaPh_3539500	BLBS01000056.1	1273582	1275396	+	1815	1032	3468	2137	1400	287	4334
gene-LtaPh_3539600	BLBS01000056.1	1276930	1284213	+	7284	3057	9755	6210	3992	771	12083
gene-LtaPh_3539751	BLBS01000056.1	1285602	1286417	+	816	467	649	895	477	67	1632
gene-LtaPh_3539900	BLBS01000056.1	1288826	1290979	+	2154	903	2025	1773	1164	214	3360
gene-LtaPh_3540000	BLBS01000056.1	1298407	1300809	+	2403	256	629	410	363	74	1257
gene-LtaPh_3540100	BLBS01000056.1	1308896	1309978	+	1083	327	543	603	642	76	2042
gene-LtaPh_3540251	BLBS01000056.1	1317774	1318889	+	1116	734	1032	1417	753	131	2394
gene-LtaPh_3540400	BLBS01000056.1	1324759	1325946	+	1188	947	2058	1545	1455	161	4073
gene-LtaPh_3540500	BLBS01000056.1	1327866	1330397	+	2532	893	3309	1912	2023	230	5387
gene-LtaPh_3540600	BLBS01000056.1	1331598	1332764	+	1167	1114	1327	2509	1174	187	4006
gene-LtaPh_3540700	BLBS01000056.1	1333860	1334204	+	345	194	327	318	321	52	521
gene-LtaPh_3540800	BLBS01000056.1	1335668	1339558	+	3891	1282	3552	2248	2012	256	5558
gene-LtaPh_3540900	BLBS01000056.1	1340239	1341396	+	1158	958	1254	1520	1013	186	2801
gene-LtaPh_3541000	BLBS01000056.1	1342659	1343675	+	1017	1259	2634	1947	2311	186	3777
gene-LtaPh_3541100	BLBS01000056.1	1344886	1348149	+	3264	1360	2922	1938	2238	265	7011
gene-LtaPh_3541200	BLBS01000056.1	1349245	1349499	+	255	300	612	532	523	74	1294
gene-LtaPh_3541300	BLBS01000056.1	1350799	1352244	+	1446	760	1740	1198	1607	167	3699
gene-LtaPh_3541400	BLBS01000056.1	1353121	1353741	+	621	964	2135	1368	2067	261	3205
gene-LtaPh_3541500	BLBS01000056.1	1354549	1357623	+	3075	1574	3154	2335	2124	275	5659
gene-LtaPh_3541600	BLBS01000056.1	1358785	1360539	+	1755	928	1281	1133	1112	148	3115
gene-LtaPh_3541800	BLBS01000056.1	1371484	1372401	+	918	1088	2169	1690	1696	231	4316
gene-LtaPh_3541900	BLBS01000056.1	1373730	1375667	+	1938	1091	1875	1870	1623	239	4301
gene-LtaPh_3542000	BLBS01000056.1	1377413	1378891	+	1479	1328	3162	2126	2274	274	5495
gene-LtaPh_3542100	BLBS01000056.1	1379514	1380803	+	1290	522	1189	764	855	124	2279
gene-LtaPh_3542200	BLBS01000056.1	1381659	1383440	+	1782	953	1526	1611	1369	218	4166
gene-LtaPh_3542300	BLBS01000056.1	1384185	1384928	+	744	847	1568	1479	1869	197	3054
gene-LtaPh_3542600	BLBS01000056.1	1413828	1415624	+	1797	604	1094	1029	558	122	2162
gene-LtaPh_3542700	BLBS01000056.1	1420171	1423206	+	3036	1967	4674	4173	3155	518	8805
gene-LtaPh_3542800	BLBS01000056.1	1425300	1426196	+	897	65	226	123	179	22	390
gene-LtaPh_3542900	BLBS01000056.1	1434556	1435443	+	888	604	1319	1163	1049	161	2975
gene-LtaPh_3543100	BLBS01000056.1	1439319	1439828	+	510	505	1736	756	790	120	1871
gene-LtaPh_3543200	BLBS01000056.1	1441763	1444198	+	2436	769	3072	1199	1349	227	4321
gene-LtaPh_3543300	BLBS01000056.1	1448333	1449298	+	966	129	501	240	365	40	1021
gene-LtaPh_3543400	BLBS01000056.1	1456374	1457126	+	753	818	2468	1742	1827	248	3637
gene-LtaPh_3543500	BLBS01000056.1	1457956	1458381	+	426	400	865	810	595	123	1427
gene-LtaPh_3543600	BLBS01000056.1	1459208	1460857	+	1650	1192	2598	2531	1783	351	4629
gene-LtaPh_3543700	BLBS01000056.1	1461408	1463267	+	1860	952	2229	1984	1483	252	4438
gene-LtaPh_3543800	BLBS01000056.1	1464640	1465668	+	1029	1035	1410	2067	1193	208	3741
gene-LtaPh_3543900	BLBS01000056.1	1466844	1470719	+	3876	1697	2950	3092	2545	276	7656
gene-LtaPh_3544000	BLBS01000056.1	1472010	1478918	+	6909	1714	7133	2875	2652	476	8222
gene-LtaPh_3544100	BLBS01000056.1	1479892	1480341	+	450	1310	1419	2551	1085	259	2847
gene-LtaPh_3544161	BLBS01000056.1	1479937	1480413	-	477	0	2	0	0	0	0
gene-LtaPh_3544221	BLBS01000056.1	1481166	1482887	+	1722	4914	18030	8140	5474	1447	13442
gene-LtaPh_3544300	BLBS01000056.1	1484008	1485579	+	1572	923	1507	1846	1425	216	4035
gene-LtaPh_3544331	BLBS01000056.1	1484497	1485612	-	1116	0	0	1	0	0	4
gene-LtaPh_3544361	BLBS01000056.1	1486581	1487420	-	840	2	0	0	2	0	19
gene-LtaPh_3544400	BLBS01000056.1	1486596	1487216	+	621	767	1765	1587	1228	155	4402
gene-LtaPh_3544500	BLBS01000056.1	1489658	1491211	+	1554	646	996	1489	1037	168	3705
gene-LtaPh_3544531	BLBS01000056.1	1491861	1492730	+	870	1453	2795	2892	1555	328	4228
gene-LtaPh_3544561	BLBS01000056.1	1494919	1495872	+	954	2101	4214	4167	2404	543	7317
gene-LtaPh_3544600	BLBS01000056.1	1499001	1499702	+	702	381	606	610	390	76	1091
gene-LtaPh_3544700	BLBS01000056.1	1504656	1505441	+	786	25	90	53	77	12	208
gene-LtaPh_3544751	BLBS01000056.1	1510669	1510938	-	270	0	0	0	0	0	0
gene-LtaPh_3544800	BLBS01000056.1	1510742	1510972	+	231	449	1325	881	839	131	2381
gene-LtaPh_3544900	BLBS01000056.1	1511916	1512515	+	600	5070	9580	7844	7407	1751	16219
gene-LtaPh_3544951	BLBS01000056.1	1513875	1514459	-	585	0	0	0	0	0	2
gene-LtaPh_3545000	BLBS01000056.1	1513890	1514462	+	573	420	614	832	435	82	1574
gene-LtaPh_3545100	BLBS01000056.1	1516047	1520342	+	4296	2616	5689	4874	3111	570	10724
gene-LtaPh_3545151	BLBS01000056.1	1521601	1521936	-	336	0	1	0	1	0	2
gene-LtaPh_3545200	BLBS01000056.1	1521637	1521885	+	249	354	634	608	389	79	1129
gene-LtaPh_3545300	BLBS01000056.1	1522592	1523287	+	696	718	1483	1027	921	206	2146
gene-LtaPh_3545400	BLBS01000056.1	1524433	1525008	+	576	590	967	1156	958	127	2805
gene-LtaPh_3545500	BLBS01000056.1	1526122	1528233	+	2112	881	1809	1431	1013	181	3157
gene-LtaPh_3545600	BLBS01000056.1	1529724	1532501	+	2778	1538	3659	2918	2415	345	7462
gene-LtaPh_3545700	BLBS01000056.1	1534019	1538458	+	4440	2576	4725	4459	1972	469	5486
gene-LtaPh_3545800	BLBS01000056.1	1539658	1541016	+	1359	688	1425	1231	1110	158	3185
gene-LtaPh_3545900	BLBS01000056.1	1541666	1542082	+	417	403	580	614	496	103	1166
gene-LtaPh_3546000	BLBS01000056.1	1542700	1544376	+	1677	1823	3804	3240	2244	447	5526
gene-LtaPh_3546100	BLBS01000056.1	1544988	1546046	+	1059	540	1400	901	874	124	2377
gene-LtaPh_3546200	BLBS01000056.1	1546949	1548517	+	1569	946	2999	1712	2163	275	6060
gene-LtaPh_3546300	BLBS01000056.1	1549510	1550373	+	864	378	1038	695	739	88	1621
gene-LtaPh_3546400	BLBS01000056.1	1551010	1551876	+	867	524	1175	791	702	122	1870
gene-LtaPh_3546500	BLBS01000056.1	1553956	1555431	+	1476	2310	6106	3790	3505	583	8773
gene-LtaPh_3546600	BLBS01000056.1	1556898	1557242	+	345	375	1198	1010	766	102	2484
gene-LtaPh_3546700	BLBS01000056.1	1558965	1560062	+	1098	250	575	393	358	58	1228
gene-LtaPh_3546800	BLBS01000056.1	1561793	1563196	+	1404	620	1487	1231	1055	172	3005
gene-LtaPh_3546900	BLBS01000056.1	1564100	1565869	+	1770	922	2085	1561	1257	176	3343
gene-LtaPh_3547000	BLBS01000056.1	1568981	1569925	+	945	670	1253	1155	926	155	2137
gene-LtaPh_3547100	BLBS01000056.1	1570855	1572297	+	1443	1313	1806	1925	1218	314	3101
gene-LtaPh_3547200	BLBS01000056.1	1573219	1575393	+	2175	1414	4608	2868	2016	433	5565
gene-LtaPh_3547300	BLBS01000056.1	1576358	1576774	+	417	878	1831	1487	1033	208	2987
gene-LtaPh_3547400	BLBS01000056.1	1578940	1579275	+	336	205	559	356	319	78	827
gene-LtaPh_3547500	BLBS01000056.1	1580078	1581127	+	1050	617	1135	1229	769	137	2525
gene-LtaPh_3547551	BLBS01000056.1	1582386	1582889	-	504	1	1	0	0	0	0
gene-LtaPh_3547600	BLBS01000056.1	1582419	1582865	+	447	303	814	411	543	88	1391
gene-LtaPh_3547700	BLBS01000056.1	1584662	1585726	+	1065	2187	3850	3274	4070	632	8389
gene-LtaPh_3547800	BLBS01000056.1	1588532	1589194	+	663	340	941	630	675	88	1419
gene-LtaPh_3547900	BLBS01000056.1	1591053	1595477	+	4425	1126	2294	2607	1289	223	5331
gene-LtaPh_3548000	BLBS01000056.1	1596711	1597859	+	1149	540	1313	1080	815	125	3215
gene-LtaPh_3548100	BLBS01000056.1	1600128	1601135	+	1008	1100	2268	1938	1065	337	2853
gene-LtaPh_3548200	BLBS01000056.1	1602618	1604015	+	1398	516	687	1217	688	140	2508
gene-LtaPh_3548300	BLBS01000056.1	1605286	1605708	+	423	67	159	138	96	12	317
gene-LtaPh_3548400	BLBS01000056.1	1609246	1609998	+	753	721	1339	1295	954	210	2256
gene-LtaPh_3548500	BLBS01000056.1	1611651	1612700	+	1050	2508	5701	4214	2796	640	6987
gene-LtaPh_3548600	BLBS01000056.1	1613810	1617154	+	3345	817	1843	1605	1010	188	3638
gene-LtaPh_3548700	BLBS01000056.1	1618346	1619494	+	1149	707	1574	1243	1140	217	3385
gene-LtaPh_3548800	BLBS01000056.1	1620952	1622034	+	1083	209	392	335	176	53	571
gene-LtaPh_3548900	BLBS01000056.1	1623062	1623523	+	462	339	716	535	613	70	1609
gene-LtaPh_3549000	BLBS01000056.1	1624583	1627309	+	2727	635	1584	1084	1055	167	2587
gene-LtaPh_3549100	BLBS01000056.1	1631486	1633690	+	2205	1125	2161	1673	1778	188	3910
gene-LtaPh_3549200	BLBS01000056.1	1635039	1635662	+	624	1114	1979	1641	1462	270	3381
gene-LtaPh_3549300	BLBS01000056.1	1641518	1644559	+	3042	1118	3291	1671	2677	185	7162
gene-LtaPh_3549400	BLBS01000056.1	1647844	1649139	+	1296	666	1272	1150	919	108	2449
gene-LtaPh_3549500	BLBS01000056.1	1650159	1651205	+	1047	551	1305	883	1054	148	1957
gene-LtaPh_3549600	BLBS01000056.1	1654634	1655746	+	1113	802	978	1332	793	149	2140
gene-LtaPh_3549700	BLBS01000056.1	1659156	1659995	+	840	18	27	26	22	7	82
gene-LtaPh_3549800	BLBS01000056.1	1671784	1672962	+	1179	208	481	312	393	47	977
gene-LtaPh_3549900	BLBS01000056.1	1676116	1679178	+	3063	1213	2526	1862	1348	203	2652
gene-LtaPh_3550000	BLBS01000056.1	1679891	1681621	+	1731	1253	2079	2021	1527	202	4659
gene-LtaPh_3550100	BLBS01000056.1	1682497	1684572	+	2076	2311	4804	3846	3745	492	8736
gene-LtaPh_3550200	BLBS01000056.1	1687675	1689672	+	1998	613	1178	1069	850	115	2728
gene-LtaPh_3550300	BLBS01000056.1	1691349	1692899	+	1551	1127	1922	1925	1366	237	3115
gene-LtaPh_3550400	BLBS01000056.1	1694805	1695311	+	507	227	431	368	241	44	665
gene-LtaPh_3550500	BLBS01000056.1	1698913	1699428	+	516	643	1018	1116	698	110	1562
gene-LtaPh_3550600	BLBS01000056.1	1701401	1703155	+	1755	731	2713	1536	1474	190	4105
gene-LtaPh_3550701	BLBS01000056.1	1703882	1704133	+	252	1724	5353	2316	7613	534	6782
gene-LtaPh_3550800	BLBS01000056.1	1704893	1707118	+	2226	1008	2609	1630	1482	268	3844
gene-LtaPh_3550900	BLBS01000056.1	1707794	1709956	+	2163	1136	2729	1894	2318	210	6771
gene-LtaPh_3551000	BLBS01000056.1	1710892	1712001	+	1110	600	787	991	742	128	1842
gene-LtaPh_3551100	BLBS01000056.1	1713055	1713915	+	861	681	1627	1109	1084	204	2368
gene-LtaPh_3551200	BLBS01000056.1	1714290	1716179	+	1890	646	1876	1357	1432	152	5386
gene-LtaPh_3551300	BLBS01000056.1	1718116	1719036	+	921	496	671	775	617	120	2275
gene-LtaPh_3551400	BLBS01000056.1	1720795	1722042	+	1248	1032	1885	1564	1256	236	2800
gene-LtaPh_3551500	BLBS01000056.1	1722978	1724891	+	1914	1071	1796	1806	1275	227	3759
gene-LtaPh_3551600	BLBS01000056.1	1726765	1728201	+	1437	86	161	169	66	11	233
gene-LtaPh_3551700	BLBS01000056.1	1732145	1732918	+	774	13	34	16	35	1	86
gene-LtaPh_3551731	BLBS01000056.1	1734616	1735389	+	774	18	35	21	22	1	77
gene-LtaPh_3551761	BLBS01000056.1	1737087	1737860	+	774	24	23	29	30	6	76
gene-LtaPh_3551800	BLBS01000056.1	1743547	1744941	+	1395	842	2202	1626	1491	270	3607
gene-LtaPh_3551900	BLBS01000056.1	1745252	1746538	+	1287	840	1826	1519	1390	234	3351
gene-LtaPh_3552000	BLBS01000056.1	1747102	1747830	+	729	525	1678	1176	1210	171	2678
gene-LtaPh_3552051	BLBS01000056.1	1747138	1748205	-	1068	0	0	1	0	0	3
gene-LtaPh_3552100	BLBS01000056.1	1749998	1750804	+	807	1340	992	2623	590	355	1775
